year,month,date,nao,ea,amo,nao_lag1m,nao_lag2m,nao_lag3m,nao_roll3m,ea_lag1m,ea_lag2m,ea_lag3m,ea_roll3m,amo_lag1m,amo_lag2m,amo_lag3m,amo_roll3m
1963,4,1963-04-01,-1.35,-1.04,0.01,-0.43,-0.96,-2.12,-0.9133333333333334,0.85,-0.07,-2.76,-0.08666666666666696,0.01,0.07,0.18,0.02999999999999978
1963,5,1963-05-01,2.16,-0.62,-0.17,-1.35,-0.43,-0.96,0.12666666666666662,-1.04,0.85,-0.07,-0.2700000000000003,0.01,0.01,0.07,-0.05000000000000023
1963,6,1963-06-01,-0.43,-1.44,-0.14,2.16,-1.35,-0.43,0.12666666666666662,-0.62,-1.04,0.85,-1.0333333333333337,-0.17,0.01,0.01,-0.10000000000000024
1963,7,1963-07-01,-0.77,-0.76,-0.17,-0.43,2.16,-1.35,0.32,-1.44,-0.62,-1.04,-0.9400000000000004,-0.14,-0.17,0.01,-0.16000000000000023
1963,8,1963-08-01,-0.64,-0.96,-0.14,-0.77,-0.43,2.16,-0.6133333333333334,-0.76,-1.44,-0.62,-1.0533333333333337,-0.17,-0.14,-0.17,-0.15000000000000022
1963,9,1963-09-01,1.79,-0.66,-0.22,-0.64,-0.77,-0.43,0.12666666666666657,-0.96,-0.76,-1.44,-0.7933333333333336,-0.14,-0.17,-0.14,-0.1766666666666669
1963,10,1963-10-01,0.94,-0.99,-0.04,1.79,-0.64,-0.77,0.6966666666666667,-0.66,-0.96,-0.76,-0.8700000000000002,-0.22,-0.14,-0.17,-0.13333333333333355
1963,11,1963-11-01,-1.27,0.98,0.02,0.94,1.79,-0.64,0.4866666666666666,-0.99,-0.66,-0.96,-0.22333333333333363,-0.04,-0.22,-0.14,-0.08000000000000022
1963,12,1963-12-01,-1.92,-0.85,-0.03,-1.27,0.94,1.79,-0.75,0.98,-0.99,-0.66,-0.28666666666666696,0.02,-0.04,-0.22,-0.01666666666666688
1964,1,1964-01-01,-0.95,-0.15,-0.14,-1.92,-1.27,0.94,-1.3800000000000001,-0.85,0.98,-0.99,-0.006666666666666959,-0.03,0.02,-0.04,-0.05000000000000022
1964,2,1964-02-01,-1.43,-0.33,-0.05,-0.95,-1.92,-1.27,-1.4333333333333333,-0.15,-0.85,0.98,-0.44333333333333363,-0.14,-0.03,0.02,-0.07333333333333354
1964,3,1964-03-01,-1.2,1.07,-0.08,-1.43,-0.95,-1.92,-1.1933333333333334,-0.33,-0.15,-0.85,0.19666666666666635,-0.05,-0.14,-0.03,-0.09000000000000023
1964,4,1964-04-01,0.36,0.05,-0.28,-1.2,-1.43,-0.95,-0.7566666666666667,1.07,-0.33,-0.15,0.26333333333333303,-0.08,-0.05,-0.14,-0.1366666666666669
1964,5,1964-05-01,0.52,0.72,-0.03,0.36,-1.2,-1.43,-0.10666666666666673,0.05,1.07,-0.33,0.6133333333333331,-0.28,-0.08,-0.05,-0.13000000000000023
1964,6,1964-06-01,1.29,0.21,-0.08,0.52,0.36,-1.2,0.7233333333333333,0.72,0.05,1.07,0.32666666666666627,-0.03,-0.28,-0.08,-0.13000000000000023
1964,7,1964-07-01,1.9,-1.27,-0.19,1.29,0.52,0.36,1.2366666666666666,0.21,0.72,0.05,-0.11333333333333373,-0.08,-0.03,-0.28,-0.10000000000000021
1964,8,1964-08-01,-1.77,-1.35,-0.35,1.9,1.29,0.52,0.47333333333333333,-1.27,0.21,0.72,-0.8033333333333337,-0.19,-0.08,-0.03,-0.2066666666666669
1964,9,1964-09-01,0.2,0.26,-0.35,-1.77,1.9,1.29,0.10999999999999997,-1.35,-1.27,0.21,-0.7866666666666671,-0.35,-0.19,-0.08,-0.29666666666666686
1964,10,1964-10-01,0.74,-1.35,-0.3,0.2,-1.77,1.9,-0.27666666666666667,0.26,-1.35,-1.27,-0.8133333333333338,-0.35,-0.35,-0.19,-0.33333333333333354
1964,11,1964-11-01,-0.01,-0.67,-0.21,0.74,0.2,-1.77,0.31,-1.35,0.26,-1.35,-0.586666666666667,-0.3,-0.35,-0.35,-0.2866666666666669
1964,12,1964-12-01,-0.15,-2.98,-0.18,-0.01,0.74,0.2,0.19333333333333333,-0.67,-1.35,0.26,-1.6666666666666672,-0.21,-0.3,-0.35,-0.2300000000000002
1965,1,1965-01-01,-0.12,-1.83,-0.25,-0.15,-0.01,0.74,-0.09333333333333334,-2.98,-0.67,-1.35,-1.8266666666666669,-0.18,-0.21,-0.3,-0.2133333333333335
1965,2,1965-02-01,-1.55,-2.32,-0.23,-0.12,-0.15,-0.01,-0.6066666666666667,-1.83,-2.98,-0.67,-2.376666666666667,-0.25,-0.18,-0.21,-0.22000000000000022
1965,3,1965-03-01,-1.51,0.89,-0.16,-1.55,-0.12,-0.15,-1.06,-2.32,-1.83,-2.98,-1.0866666666666667,-0.23,-0.25,-0.18,-0.2133333333333335
1965,4,1965-04-01,0.72,-1.89,-0.12,-1.51,-1.55,-0.12,-0.7799999999999999,0.89,-2.32,-1.83,-1.106666666666667,-0.16,-0.23,-0.25,-0.17000000000000023
1965,5,1965-05-01,-0.62,-0.85,-0.18,0.72,-1.51,-1.55,-0.47000000000000003,-1.89,0.89,-2.32,-0.616666666666667,-0.12,-0.16,-0.23,-0.15333333333333354
1965,6,1965-06-01,0.29,-0.16,-0.29,-0.62,0.72,-1.51,0.12999999999999998,-0.85,-1.89,0.89,-0.9666666666666669,-0.18,-0.12,-0.16,-0.19666666666666685
1965,7,1965-07-01,0.32,-1.71,-0.36,0.29,-0.62,0.72,-0.003333333333333336,-0.16,-0.85,-1.89,-0.9066666666666668,-0.29,-0.18,-0.12,-0.27666666666666684
1965,8,1965-08-01,0.45,-1.81,-0.32,0.32,0.29,-0.62,0.35333333333333333,-1.71,-0.16,-0.85,-1.2266666666666668,-0.36,-0.29,-0.18,-0.32333333333333353
1965,9,1965-09-01,0.37,-0.54,-0.34,0.45,0.32,0.29,0.37999999999999995,-1.81,-1.71,-0.16,-1.3533333333333337,-0.32,-0.36,-0.29,-0.34000000000000025
1965,10,1965-10-01,0.38,-1.49,-0.26,0.37,0.45,0.32,0.39999999999999997,-0.54,-1.81,-1.71,-1.2800000000000005,-0.34,-0.32,-0.36,-0.30666666666666687
1965,11,1965-11-01,-1.66,-0.46,-0.28,0.38,0.37,0.45,-0.3033333333333333,-1.49,-0.54,-1.81,-0.8300000000000004,-0.26,-0.34,-0.32,-0.2933333333333335
1965,12,1965-12-01,1.37,0.28,-0.09,-1.66,0.38,0.37,0.030000000000000027,-0.46,-1.49,-0.54,-0.556666666666667,-0.28,-0.26,-0.34,-0.21000000000000021
1966,1,1966-01-01,-1.74,0.16,-0.16,1.37,-1.66,0.38,-0.6766666666666666,0.28,-0.46,-1.49,-0.006666666666666959,-0.09,-0.28,-0.26,-0.1766666666666669
1966,2,1966-02-01,-1.39,1.69,-0.05,-1.74,1.37,-1.66,-0.5866666666666666,0.16,0.28,-0.46,0.7099999999999996,-0.16,-0.09,-0.28,-0.1000000000000002
1966,3,1966-03-01,0.56,-2.42,-0.04,-1.39,-1.74,1.37,-0.8566666666666666,1.69,0.16,0.28,-0.1900000000000003,-0.05,-0.16,-0.09,-0.08333333333333354
1966,4,1966-04-01,-0.75,0.73,0.02,0.56,-1.39,-1.74,-0.5266666666666666,-2.42,1.69,0.16,-3.3306690738754696e-16,-0.04,-0.05,-0.16,-0.02333333333333354
1966,5,1966-05-01,0.22,1.02,-0.09,-0.75,0.56,-1.39,0.010000000000000018,0.73,-2.42,1.69,-0.2233333333333336,0.02,-0.04,-0.05,-0.03666666666666687
1966,6,1966-06-01,1.05,-0.05,-0.15,0.22,-0.75,0.56,0.17333333333333334,1.02,0.73,-2.42,0.5666666666666663,-0.09,0.02,-0.04,-0.07333333333333354
1966,7,1966-07-01,0.32,-1.74,-0.11,1.05,0.22,-0.75,0.53,-0.05,1.02,0.73,-0.256666666666667,-0.15,-0.09,0.02,-0.11666666666666686
1966,8,1966-08-01,-1.76,-0.14,-0.16,0.32,1.05,0.22,-0.12999999999999998,-1.74,-0.05,1.02,-0.6433333333333336,-0.11,-0.15,-0.09,-0.1400000000000002
1966,9,1966-09-01,-0.45,-1.11,-0.11,-1.76,0.32,1.05,-0.63,-0.14,-1.74,-0.05,-0.996666666666667,-0.16,-0.11,-0.15,-0.12666666666666687
1966,10,1966-10-01,-0.68,-1.26,-0.05,-0.45,-1.76,0.32,-0.9633333333333334,-1.11,-0.14,-1.74,-0.8366666666666669,-0.11,-0.16,-0.11,-0.10666666666666687
1966,11,1966-11-01,-0.04,-1.11,-0.03,-0.68,-0.45,-1.76,-0.39000000000000007,-1.26,-1.11,-0.14,-1.1600000000000004,-0.05,-0.11,-0.16,-0.06333333333333353
1966,12,1966-12-01,0.72,-1.96,0.07,-0.04,-0.68,-0.45,-7.401486830834377e-17,-1.11,-1.26,-1.11,-1.4433333333333336,-0.03,-0.05,-0.11,-0.003333333333333535
1967,1,1967-01-01,-0.89,-0.95,0.01,0.72,-0.04,-0.68,-0.07000000000000002,-1.96,-1.11,-1.26,-1.3400000000000005,0.07,-0.03,-0.05,0.016666666666666465
1967,2,1967-02-01,0.19,-0.22,-0.01,-0.89,0.72,-0.04,0.0066666666666666445,-0.95,-1.96,-1.11,-1.0433333333333337,0.01,0.07,-0.03,0.023333333333333133
1967,3,1967-03-01,1.51,-1.34,-0.06,0.19,-0.89,0.72,0.26999999999999996,-0.22,-0.95,-1.96,-0.8366666666666669,-0.01,0.01,0.07,-0.0200000000000002
1967,4,1967-04-01,0.18,-2.75,-0.03,1.51,0.19,-0.89,0.6266666666666666,-1.34,-0.22,-0.95,-1.4366666666666668,-0.06,-0.01,0.01,-0.033333333333333534
1967,5,1967-05-01,-0.99,0.9,-0.3,0.18,1.51,0.19,0.2333333333333333,-2.75,-1.34,-0.22,-1.0633333333333337,-0.03,-0.06,-0.01,-0.1300000000000002
1967,6,1967-06-01,1.4,-1.31,-0.36,-0.99,0.18,1.51,0.19666666666666663,0.9,-2.75,-1.34,-1.0533333333333335,-0.3,-0.03,-0.06,-0.2300000000000002
1967,7,1967-07-01,0.41,0.5,-0.27,1.4,-0.99,0.18,0.27333333333333326,-1.31,0.9,-2.75,0.029999999999999805,-0.36,-0.3,-0.03,-0.3100000000000002
1967,8,1967-08-01,1.44,-0.14,-0.21,0.41,1.4,-0.99,1.0833333333333333,0.5,-1.31,0.9,-0.3166666666666669,-0.27,-0.36,-0.3,-0.2800000000000002
1967,9,1967-09-01,0.93,-1.03,-0.21,1.44,0.41,1.4,0.9266666666666666,-0.14,0.5,-1.31,-0.22333333333333352,-0.21,-0.27,-0.36,-0.2300000000000002
1967,10,1967-10-01,0.07,0.59,-0.17,0.93,1.44,0.41,0.8133333333333334,-1.03,-0.14,0.5,-0.19333333333333355,-0.21,-0.21,-0.27,-0.19666666666666688
1967,11,1967-11-01,0.6,-0.84,-0.21,0.07,0.93,1.44,0.5333333333333333,0.59,-1.03,-0.14,-0.4266666666666669,-0.17,-0.21,-0.21,-0.19666666666666688
1967,12,1967-12-01,-0.45,-3.32,-0.14,0.6,0.07,0.93,0.07333333333333335,-0.84,0.59,-1.03,-1.1900000000000002,-0.21,-0.17,-0.21,-0.17333333333333356
1968,1,1968-01-01,0.13,-2.67,-0.25,-0.45,0.6,0.07,0.09333333333333334,-3.32,-0.84,0.59,-2.276666666666667,-0.14,-0.21,-0.17,-0.20000000000000018
1968,2,1968-02-01,-1.29,-0.14,-0.21,0.13,-0.45,0.6,-0.5366666666666666,-2.67,-3.32,-0.84,-2.0433333333333334,-0.25,-0.14,-0.21,-0.2000000000000002
1968,3,1968-03-01,0.4,-1.61,-0.28,-1.29,0.13,-0.45,-0.2533333333333333,-0.14,-2.67,-3.32,-1.4733333333333336,-0.21,-0.25,-0.14,-0.2466666666666669
1968,4,1968-04-01,-1.08,0.42,-0.18,0.4,-1.29,0.13,-0.6566666666666666,-1.61,-0.14,-2.67,-0.44333333333333363,-0.28,-0.21,-0.25,-0.22333333333333352
1968,5,1968-05-01,-1.76,0.4,-0.27,-1.08,0.4,-1.29,-0.8133333333333334,0.42,-1.61,-0.14,-0.2633333333333336,-0.18,-0.28,-0.21,-0.24333333333333354
1968,6,1968-06-01,0.33,0.44,-0.39,-1.76,-1.08,0.4,-0.8366666666666666,0.4,0.42,-1.61,0.4199999999999997,-0.27,-0.18,-0.28,-0.28000000000000025
1968,7,1968-07-01,-0.8,-0.92,-0.4,0.33,-1.76,-1.08,-0.7433333333333332,0.44,0.4,0.42,-0.02666666666666695,-0.39,-0.27,-0.18,-0.35333333333333355
1968,8,1968-08-01,-0.66,-1.93,-0.3,-0.8,0.33,-1.76,-0.37666666666666665,-0.92,0.44,0.4,-0.8033333333333337,-0.4,-0.39,-0.27,-0.36333333333333356
1968,9,1968-09-01,-1.92,0.14,-0.21,-0.66,-0.8,0.33,-1.1266666666666667,-1.93,-0.92,0.44,-0.9033333333333337,-0.3,-0.4,-0.39,-0.3033333333333335
1968,10,1968-10-01,-2.3,0.27,-0.03,-1.92,-0.66,-0.8,-1.6266666666666667,0.14,-1.93,-0.92,-0.5066666666666669,-0.21,-0.3,-0.4,-0.18000000000000024
1968,11,1968-11-01,-0.93,-0.28,-0.09,-2.3,-1.92,-0.66,-1.7166666666666666,0.27,0.14,-1.93,0.043333333333333036,-0.03,-0.21,-0.3,-0.11000000000000021
1968,12,1968-12-01,-1.4,-0.15,-0.11,-0.93,-2.3,-1.92,-1.5433333333333332,-0.28,0.27,0.14,-0.05333333333333363,-0.09,-0.03,-0.21,-0.07666666666666688
1969,1,1969-01-01,-0.83,-1.7,-0.07,-1.4,-0.93,-2.3,-1.0533333333333335,-0.15,-0.28,0.27,-0.7100000000000003,-0.11,-0.09,-0.03,-0.09000000000000023
1969,2,1969-02-01,-1.55,-0.52,0.09,-0.83,-1.4,-0.93,-1.26,-1.7,-0.15,-0.28,-0.7900000000000004,-0.07,-0.11,-0.09,-0.030000000000000224
1969,3,1969-03-01,-1.56,0.02,0.14,-1.55,-0.83,-1.4,-1.3133333333333332,-0.52,-1.7,-0.15,-0.7333333333333337,0.09,-0.07,-0.11,0.053333333333333115
1969,4,1969-04-01,1.53,-1.37,0.13,-1.56,-1.55,-0.83,-0.5266666666666666,0.02,-0.52,-1.7,-0.6233333333333337,0.14,0.09,-0.07,0.11999999999999977
1969,5,1969-05-01,0.55,0.97,-0.03,1.53,-1.56,-1.55,0.17333333333333334,-1.37,0.02,-0.52,-0.12666666666666707,0.13,0.14,0.09,0.0799999999999998
1969,6,1969-06-01,0.55,0.57,-0.11,0.55,1.53,-1.56,0.8766666666666666,0.97,-1.37,0.02,0.056666666666666234,-0.03,0.13,0.14,-0.003333333333333554
1969,7,1969-07-01,0.57,-0.1,-0.04,0.55,0.55,1.53,0.5566666666666666,0.57,0.97,-1.37,0.47999999999999954,-0.11,-0.03,0.13,-0.06000000000000023
1969,8,1969-08-01,-1.45,-1.82,-0.12,0.57,0.55,0.55,-0.10999999999999995,-0.1,0.57,0.97,-0.45000000000000046,-0.04,-0.11,-0.03,-0.09000000000000023
1969,9,1969-09-01,2.07,-0.51,-0.1,-1.45,0.57,0.55,0.39666666666666667,-1.82,-0.1,0.57,-0.8100000000000005,-0.12,-0.04,-0.11,-0.08666666666666689
1969,10,1969-10-01,0.66,0.54,-0.14,2.07,-1.45,0.57,0.4266666666666667,-0.51,-1.82,-0.1,-0.596666666666667,-0.1,-0.12,-0.04,-0.12000000000000023
1969,11,1969-11-01,-0.96,-0.48,-0.09,0.66,2.07,-1.45,0.59,0.54,-0.51,-1.82,-0.15000000000000044,-0.14,-0.1,-0.12,-0.11000000000000025
1969,12,1969-12-01,-0.28,-2.81,0.0,-0.96,0.66,2.07,-0.19333333333333327,-0.48,0.54,-0.51,-0.9166666666666671,-0.09,-0.14,-0.1,-0.0766666666666669
1970,1,1970-01-01,-1.5,1.25,-0.07,-0.28,-0.96,0.66,-0.9133333333333332,-2.81,-0.48,0.54,-0.6800000000000005,0.0,-0.09,-0.14,-0.053333333333333566
1970,2,1970-02-01,0.64,-0.17,-0.09,-1.5,-0.28,-0.96,-0.3799999999999999,1.25,-2.81,-0.48,-0.5766666666666671,-0.07,0.0,-0.09,-0.053333333333333566
1970,3,1970-03-01,-0.96,-0.7,-0.02,0.64,-1.5,-0.28,-0.6066666666666666,-0.17,1.25,-2.81,0.12666666666666623,-0.09,-0.07,0.0,-0.06000000000000023
1970,4,1970-04-01,-1.3,1.2,-0.01,-0.96,0.64,-1.5,-0.5399999999999999,-0.7,-0.17,1.25,0.10999999999999954,-0.02,-0.09,-0.07,-0.04000000000000023
1970,5,1970-05-01,1.14,-0.41,-0.08,-1.3,-0.96,0.64,-0.3733333333333333,1.2,-0.7,-0.17,0.029999999999999565,-0.01,-0.02,-0.09,-0.036666666666666896
1970,6,1970-06-01,1.55,-0.03,-0.2,1.14,-1.3,-0.96,0.4633333333333334,-0.41,1.2,-0.7,0.2533333333333329,-0.08,-0.01,-0.02,-0.0966666666666669
1970,7,1970-07-01,0.1,-0.46,-0.32,1.55,1.14,-1.3,0.93,-0.03,-0.41,1.2,-0.30000000000000043,-0.2,-0.08,-0.01,-0.20000000000000026
1970,8,1970-08-01,0.1,-0.47,-0.21,0.1,1.55,1.14,0.5833333333333334,-0.46,-0.03,-0.41,-0.32000000000000045,-0.32,-0.2,-0.08,-0.2433333333333336
1970,9,1970-09-01,-0.09,0.41,-0.18,0.1,0.1,1.55,0.036666666666666674,-0.47,-0.46,-0.03,-0.17333333333333376,-0.21,-0.32,-0.2,-0.23666666666666689
1970,10,1970-10-01,-0.92,-0.88,-0.13,-0.09,0.1,0.1,-0.30333333333333334,0.41,-0.47,-0.46,-0.31333333333333374,-0.18,-0.21,-0.32,-0.17333333333333356
1970,11,1970-11-01,-0.6,0.58,-0.16,-0.92,-0.09,0.1,-0.5366666666666666,-0.88,0.41,-0.47,0.036666666666666216,-0.13,-0.18,-0.21,-0.15666666666666693
1970,12,1970-12-01,-1.2,-1.89,-0.15,-0.6,-0.92,-0.09,-0.9066666666666667,0.58,-0.88,0.41,-0.7300000000000004,-0.16,-0.13,-0.18,-0.14666666666666692
1971,1,1971-01-01,-1.13,1.72,-0.19,-1.2,-0.6,-0.92,-0.9766666666666666,-1.89,0.58,-0.88,0.1366666666666662,-0.15,-0.16,-0.13,-0.16666666666666688
1971,2,1971-02-01,0.24,-1.26,-0.25,-1.13,-1.2,-0.6,-0.6966666666666667,1.72,-1.89,0.58,-0.47666666666666707,-0.19,-0.15,-0.16,-0.1966666666666669
1971,3,1971-03-01,-0.84,-1.59,-0.32,0.24,-1.13,-1.2,-0.5766666666666667,-1.26,1.72,-1.89,-0.37666666666666715,-0.25,-0.19,-0.15,-0.2533333333333336
1971,4,1971-04-01,-0.24,-1.74,-0.41,-0.84,0.24,-1.13,-0.2800000000000001,-1.59,-1.26,1.72,-1.5300000000000005,-0.32,-0.25,-0.19,-0.3266666666666669
1971,5,1971-05-01,0.5,-0.43,-0.36,-0.24,-0.84,0.24,-0.19333333333333336,-1.74,-1.59,-1.26,-1.2533333333333339,-0.41,-0.32,-0.25,-0.36333333333333356
1971,6,1971-06-01,-1.57,-0.71,-0.38,0.5,-0.24,-0.84,-0.43666666666666676,-0.43,-1.74,-1.59,-0.9600000000000004,-0.36,-0.41,-0.32,-0.3833333333333335
1971,7,1971-07-01,0.24,-1.24,-0.37,-1.57,0.5,-0.24,-0.2766666666666668,-0.71,-0.43,-1.74,-0.7933333333333338,-0.38,-0.36,-0.41,-0.3700000000000003
1971,8,1971-08-01,1.55,-1.68,-0.47,0.24,-1.57,0.5,0.07333333333333325,-1.24,-0.71,-0.43,-1.2100000000000004,-0.37,-0.38,-0.36,-0.4066666666666669
1971,9,1971-09-01,0.39,-2.12,-0.35,1.55,0.24,-1.57,0.7266666666666666,-1.68,-1.24,-0.71,-1.6800000000000004,-0.47,-0.37,-0.38,-0.3966666666666669
1971,10,1971-10-01,0.58,-0.2,-0.14,0.39,1.55,0.24,0.8399999999999999,-2.12,-1.68,-1.24,-1.3333333333333337,-0.35,-0.47,-0.37,-0.32000000000000023
1971,11,1971-11-01,-0.2,-1.9,-0.12,0.58,0.39,1.55,0.2566666666666666,-0.2,-2.12,-1.68,-1.4066666666666672,-0.14,-0.35,-0.47,-0.2033333333333336
1971,12,1971-12-01,0.6,-2.07,-0.25,-0.2,0.58,0.39,0.32666666666666655,-1.9,-0.2,-2.12,-1.3900000000000003,-0.12,-0.14,-0.35,-0.17000000000000023
1972,1,1972-01-01,0.27,-0.97,-0.25,0.6,-0.2,0.58,0.22333333333333324,-2.07,-1.9,-0.2,-1.6466666666666667,-0.25,-0.12,-0.14,-0.20666666666666691
1972,2,1972-02-01,0.32,0.59,-0.3,0.27,0.6,-0.2,0.39666666666666656,-0.97,-2.07,-1.9,-0.816666666666667,-0.25,-0.25,-0.12,-0.2666666666666669
1972,3,1972-03-01,0.72,-1.88,-0.39,0.32,0.27,0.6,0.4366666666666666,0.59,-0.97,-2.07,-0.7533333333333335,-0.3,-0.25,-0.25,-0.3133333333333336
1972,4,1972-04-01,-0.22,-1.15,-0.3,0.72,0.32,0.27,0.27333333333333326,-1.88,0.59,-0.97,-0.8133333333333335,-0.39,-0.3,-0.25,-0.33000000000000024
1972,5,1972-05-01,0.95,-0.42,-0.51,-0.22,0.72,0.32,0.4833333333333332,-1.15,-1.88,0.59,-1.1500000000000001,-0.3,-0.39,-0.3,-0.4000000000000002
1972,6,1972-06-01,0.88,0.82,-0.5,0.95,-0.22,0.72,0.5366666666666666,-0.42,-1.15,-1.88,-0.2500000000000002,-0.51,-0.3,-0.39,-0.4366666666666669
1972,7,1972-07-01,0.18,-0.97,-0.41,0.88,0.95,-0.22,0.6699999999999999,0.82,-0.42,-1.15,-0.19000000000000025,-0.5,-0.51,-0.3,-0.47333333333333355
1972,8,1972-08-01,1.32,-1.55,-0.49,0.18,0.88,0.95,0.7933333333333333,-0.97,0.82,-0.42,-0.566666666666667,-0.41,-0.5,-0.51,-0.46666666666666684
1972,9,1972-09-01,-0.12,-2.69,-0.38,1.32,0.18,0.88,0.45999999999999996,-1.55,-0.97,0.82,-1.736666666666667,-0.49,-0.41,-0.5,-0.4266666666666669
1972,10,1972-10-01,1.09,-1.94,-0.28,-0.12,1.32,0.18,0.7633333333333333,-2.69,-1.55,-0.97,-2.0600000000000005,-0.38,-0.49,-0.41,-0.3833333333333336
1972,11,1972-11-01,0.54,0.22,-0.24,1.09,-0.12,1.32,0.5033333333333333,-1.94,-2.69,-1.55,-1.47,-0.28,-0.38,-0.49,-0.30000000000000027
1972,12,1972-12-01,0.19,0.31,-0.26,0.54,1.09,-0.12,0.6066666666666666,0.22,-1.94,-2.69,-0.47000000000000025,-0.24,-0.28,-0.38,-0.26000000000000023
1973,1,1973-01-01,0.04,0.94,-0.28,0.19,0.54,1.09,0.25666666666666665,0.31,0.22,-1.94,0.4899999999999997,-0.26,-0.24,-0.28,-0.26000000000000023
1973,2,1973-02-01,0.85,-1.03,-0.21,0.04,0.19,0.54,0.36000000000000004,0.94,0.31,0.22,0.07333333333333303,-0.28,-0.26,-0.24,-0.2500000000000002
1973,3,1973-03-01,0.3,-0.03,-0.16,0.85,0.04,0.19,0.39666666666666667,-1.03,0.94,0.31,-0.04000000000000032,-0.21,-0.28,-0.26,-0.2166666666666669
1973,4,1973-04-01,-0.54,-1.53,-0.14,0.3,0.85,0.04,0.20333333333333328,-0.03,-1.03,0.94,-0.8633333333333336,-0.16,-0.21,-0.28,-0.17000000000000023
1973,5,1973-05-01,-0.44,1.32,-0.13,-0.54,0.3,0.85,-0.2266666666666667,-1.53,-0.03,-1.03,-0.0800000000000003,-0.14,-0.16,-0.21,-0.14333333333333356
1973,6,1973-06-01,0.39,0.21,-0.07,-0.44,-0.54,0.3,-0.19666666666666668,1.32,-1.53,-0.03,-2.9605947323337506e-16,-0.13,-0.14,-0.16,-0.11333333333333356
1973,7,1973-07-01,0.57,-0.58,-0.04,0.39,-0.44,-0.54,0.17333333333333326,0.21,1.32,-1.53,0.3166666666666664,-0.07,-0.13,-0.14,-0.08000000000000022
1973,8,1973-08-01,-0.06,-0.46,-0.14,0.57,0.39,-0.44,0.2999999999999999,-0.58,0.21,1.32,-0.276666666666667,-0.04,-0.07,-0.13,-0.08333333333333355
1973,9,1973-09-01,-0.3,0.88,-0.09,-0.06,0.57,0.39,0.06999999999999995,-0.46,-0.58,0.21,-0.0533333333333336,-0.14,-0.04,-0.07,-0.09000000000000023
1973,10,1973-10-01,-1.24,-0.99,-0.13,-0.3,-0.06,0.57,-0.5333333333333333,0.88,-0.46,-0.58,-0.19000000000000028,-0.09,-0.14,-0.04,-0.12000000000000022
1973,11,1973-11-01,-0.93,-0.27,-0.15,-1.24,-0.3,-0.06,-0.8233333333333334,-0.99,0.88,-0.46,-0.12666666666666695,-0.13,-0.09,-0.14,-0.12333333333333356
1973,12,1973-12-01,0.32,-2.78,-0.16,-0.93,-1.24,-0.3,-0.6166666666666668,-0.27,-0.99,0.88,-1.346666666666667,-0.15,-0.13,-0.09,-0.14666666666666692
1974,1,1974-01-01,1.34,0.3,-0.14,0.32,-0.93,-1.24,0.24333333333333326,-2.78,-0.27,-0.99,-0.9166666666666669,-0.16,-0.15,-0.13,-0.15000000000000024
1974,2,1974-02-01,-0.14,-0.0,-0.2,1.34,0.32,-0.93,0.5066666666666665,0.3,-2.78,-0.27,-0.8266666666666668,-0.14,-0.16,-0.15,-0.16666666666666688
1974,3,1974-03-01,-0.03,-0.24,-0.36,-0.14,1.34,0.32,0.38999999999999996,-0.0,0.3,-2.78,0.01999999999999985,-0.2,-0.14,-0.16,-0.23333333333333353
1974,4,1974-04-01,0.51,-3.14,-0.55,-0.03,-0.14,1.34,0.11333333333333324,-0.24,-0.0,0.3,-1.126666666666667,-0.36,-0.2,-0.14,-0.3700000000000003
1974,5,1974-05-01,-0.24,-0.72,-0.59,0.51,-0.03,-0.14,0.07999999999999992,-3.14,-0.24,-0.0,-1.366666666666667,-0.55,-0.36,-0.2,-0.5000000000000002
1974,6,1974-06-01,-0.14,0.09,-0.56,-0.24,0.51,-0.03,0.04333333333333326,-0.72,-3.14,-0.24,-1.2566666666666666,-0.59,-0.55,-0.36,-0.5666666666666669
1974,7,1974-07-01,-0.76,-1.46,-0.59,-0.14,-0.24,0.51,-0.38000000000000006,0.09,-0.72,-3.14,-0.6966666666666668,-0.56,-0.59,-0.55,-0.5800000000000002
1974,8,1974-08-01,-0.64,-0.37,-0.56,-0.76,-0.14,-0.24,-0.5133333333333334,-1.46,0.09,-0.72,-0.5800000000000001,-0.59,-0.56,-0.59,-0.5700000000000003
1974,9,1974-09-01,0.82,-0.05,-0.57,-0.64,-0.76,-0.14,-0.19333333333333347,-0.37,-1.46,0.09,-0.6266666666666668,-0.56,-0.59,-0.56,-0.5733333333333336
1974,10,1974-10-01,0.49,-2.68,-0.51,0.82,-0.64,-0.76,0.22333333333333324,-0.05,-0.37,-1.46,-1.0333333333333334,-0.57,-0.56,-0.59,-0.546666666666667
1974,11,1974-11-01,-0.54,-0.12,-0.37,0.49,0.82,-0.64,0.25666666666666654,-2.68,-0.05,-0.37,-0.9500000000000002,-0.51,-0.57,-0.56,-0.48333333333333356
1974,12,1974-12-01,1.5,-0.67,-0.28,-0.54,0.49,0.82,0.4833333333333332,-0.12,-2.68,-0.05,-1.156666666666667,-0.37,-0.51,-0.57,-0.3866666666666669
1975,1,1975-01-01,0.58,-0.15,-0.1,1.5,-0.54,0.49,0.5133333333333332,-0.67,-0.12,-2.68,-0.3133333333333335,-0.28,-0.37,-0.51,-0.2500000000000002
